Spikeling Vm,Stimulus,Total Current Input,Synapse 1 Vm,Synapse 1 Input,Synapse 2 Vm,Synapse 2 Input
-44.96,1.0,26.31,0.0,0.0,0.0,0.0
-36.13,1.0,27.09,0.0,0.0,0.0,0.0
-10.9,1.0,29.62,0.0,0.0,0.0,0.0
-49.95,1.0,29.88,0.0,0.0,0.0,0.0
-47.9,1.0,26.96,0.0,0.0,0.0,0.0
-43.63,1.0,26.0,0.0,0.0,0.0,0.0
-34.37,1.0,24.84,0.0,0.0,0.0,0.0
-7.12,1.0,24.84,0.0,0.0,0.0,0.0
-50.09,1.0,27.79,0.0,0.0,0.0,0.0
-48.31,1.0,30.04,0.0,0.0,0.0,0.0
-45.42,1.0,29.3,0.0,0.0,0.0,0.0
-38.38,1.0,26.34,0.0,0.0,0.0,0.0
-20.4,1.0,25.08,0.0,0.0,0.0,0.0
-50.0,1.0,24.75,0.0,0.0,0.0,0.0
-49.45,1.0,25.12,0.0,0.0,0.0,0.0
-48.03,1.0,29.09,0.0,0.0,0.0,0.0
-44.7,1.0,30.34,0.0,0.0,0.0,0.0
-37.62,1.0,27.22,0.0,0.0,0.0,0.0
-18.95,1.0,25.16,0.0,0.0,0.0,0.0
-50.0,1.0,25.07,0.0,0.0,0.0,0.0
-49.66,1.0,25.03,0.0,0.0,0.0,0.0
-48.77,1.0,25.99,0.0,0.0,0.0,0.0
-47.14,1.0,29.75,0.0,0.0,0.0,0.0
-43.45,1.0,29.8,0.0,0.0,0.0,0.0
-35.12,1.0,25.42,0.0,0.0,0.0,0.0
-10.76,1.0,25.68,0.0,0.0,0.0,0.0
-49.41,1.0,24.68,0.0,0.0,0.0,0.0
-49.0,1.0,24.73,0.0,0.0,0.0,0.0
-47.5,1.0,28.07,0.0,0.0,0.0,0.0
-43.66,1.0,30.87,0.0,0.0,0.0,0.0
-35.67,1.0,30.23,0.0,0.0,0.0,0.0
-11.7,1.0,26.16,0.0,0.0,0.0,0.0
-49.47,1.0,24.93,0.0,0.0,0.0,0.0
-49.75,1.0,24.92,0.0,0.0,0.0,0.0
-49.33,1.0,24.93,0.0,0.0,0.0,0.0
-48.2,1.0,29.17,0.0,0.0,0.0,0.0
-45.19,1.0,30.15,0.0,0.0,0.0,0.0
-39.62,1.0,28.19,0.0,0.0,0.0,0.0
-25.1,1.0,24.92,0.0,0.0,0.0,0.0
-50.0,1.0,26.24,0.0,0.0,0.0,0.0
-50.14,1.0,25.96,0.0,0.0,0.0,0.0
-49.87,1.0,27.03,0.0,0.0,0.0,0.0
-48.83,1.0,29.97,0.0,0.0,0.0,0.0
-46.63,1.0,29.71,0.0,0.0,0.0,0.0
-42.65,1.0,26.76,0.0,0.0,0.0,0.0
-33.8,1.0,26.08,0.0,0.0,0.0,0.0
-6.49,1.0,25.2,0.0,0.0,0.0,0.0
-50.32,1.0,25.35,0.0,0.0,0.0,0.0
-50.16,1.0,29.49,0.0,0.0,0.0,0.0
-49.0,1.0,31.11,0.0,0.0,0.0,0.0
-47.17,1.0,30.01,0.0,0.0,0.0,0.0
-43.36,1.0,25.85,0.0,0.0,0.0,0.0
-35.53,0.0,23.56,0.0,0.0,0.0,0.0
-16.27,0.0,16.46,0.0,0.0,0.0,0.0
-50.0,0.0,10.07,0.0,0.0,0.0,0.0
-60.62,0.0,5.77,0.0,0.0,0.0,0.0
-76.72,0.0,6.68,0.0,0.0,0.0,0.0
-86.24,0.0,3.51,0.0,0.0,0.0,0.0
-88.3,0.0,1.59,0.0,0.0,0.0,0.0
-88.83,0.0,0.64,0.0,0.0,0.0,0.0
-89.21,0.0,0.71,0.0,0.0,0.0,0.0
-89.44,0.0,2.16,0.0,0.0,0.0,0.0
-89.03,0.0,7.26,0.0,0.0,0.0,0.0
-88.29,0.0,5.91,0.0,0.0,0.0,0.0
-88.02,0.0,2.35,0.0,0.0,0.0,0.0
-87.64,0.0,1.38,0.0,0.0,0.0,0.0
-87.73,0.0,2.37,0.0,0.0,0.0,0.0
-87.72,0.0,1.92,0.0,0.0,0.0,0.0
-87.71,0.0,4.46,0.0,0.0,0.0,0.0
-87.57,0.0,7.0,0.0,0.0,0.0,0.0
-87.27,0.0,4.46,0.0,0.0,0.0,0.0
-86.75,0.0,1.91,0.0,0.0,0.0,0.0
-86.47,0.0,2.82,0.0,0.0,0.0,0.0
-86.16,0.0,2.34,0.0,0.0,0.0,0.0
-86.56,0.0,2.38,0.0,0.0,0.0,0.0
-86.37,0.0,5.36,0.0,0.0,0.0,0.0
-85.95,0.0,6.38,0.0,0.0,0.0,0.0
-85.68,0.0,5.25,0.0,0.0,0.0,0.0
-84.82,0.0,3.73,0.0,0.0,0.0,0.0
-84.55,0.0,1.85,0.0,0.0,0.0,0.0
-85.25,0.0,1.37,0.0,0.0,0.0,0.0
-85.37,0.0,1.45,0.0,0.0,0.0,0.0
-85.81,0.0,6.46,0.0,0.0,0.0,0.0
-85.36,0.0,5.45,0.0,0.0,0.0,0.0
-84.94,0.0,1.9,0.0,0.0,0.0,0.0
-84.44,0.0,0.9,0.0,0.0,0.0,0.0
-84.32,0.0,0.46,0.0,0.0,0.0,0.0
-84.66,0.0,1.38,0.0,0.0,0.0,0.0
-84.54,0.0,4.83,0.0,0.0,0.0,0.0
-83.82,0.0,7.81,0.0,0.0,0.0,0.0
-83.33,0.0,6.37,0.0,0.0,0.0,0.0
-83.06,0.0,0.45,0.0,0.0,0.0,0.0
-83.31,0.0,0.0,0.0,0.0,0.0,0.0
-83.81,0.0,0.0,0.0,0.0,0.0,0.0
-84.2,0.0,1.45,0.0,0.0,0.0,0.0
-83.74,0.0,5.91,0.0,0.0,0.0,0.0
-82.92,0.0,7.38,0.0,0.0,0.0,0.0
-82.4,0.0,6.28,0.0,0.0,0.0,0.0
-81.32,0.0,1.82,0.0,0.0,0.0,0.0
-81.5,0.0,1.35,0.0,0.0,0.0,0.0
-82.09,0.0,1.34,0.0,0.0,0.0,0.0
-82.33,0.0,1.91,0.0,0.0,0.0,0.0
-82.43,0.0,6.36,0.0,0.0,0.0,0.0
-82.09,0.0,5.46,0.0,0.0,0.0,0.0
-82.04,0.0,1.46,0.0,0.0,0.0,0.0
-82.01,0.0,1.0,0.0,0.0,0.0,0.0
-81.77,0.0,1.91,0.0,0.0,0.0,0.0
-82.0,0.0,0.91,0.0,0.0,0.0,0.0
-81.69,0.0,5.36,0.0,0.0,0.0,0.0
-81.05,0.0,7.34,0.0,0.0,0.0,0.0
-80.79,0.0,5.37,0.0,0.0,0.0,0.0
-80.28,0.0,1.38,0.0,0.0,0.0,0.0
-80.12,0.0,1.46,0.0,0.0,0.0,0.0
-80.71,0.0,1.91,0.0,0.0,0.0,0.0
-80.72,0.0,1.46,0.0,0.0,0.0,0.0
-80.69,0.0,4.45,0.0,0.0,0.0,0.0
-80.59,0.0,8.36,0.0,0.0,0.0,0.0
-79.98,0.0,5.37,0.0,0.0,0.0,0.0
-79.25,0.0,1.37,0.0,0.0,0.0,0.0
-79.07,0.0,2.39,0.0,0.0,0.0,0.0
-79.53,0.0,1.92,0.0,0.0,0.0,0.0
-79.76,0.0,2.91,0.0,0.0,0.0,0.0
-79.52,0.0,6.91,0.0,0.0,0.0,0.0
-79.38,0.0,6.91,0.0,0.0,0.0,0.0
-79.17,0.0,3.35,0.0,0.0,0.0,0.0
-78.69,0.0,2.81,0.0,0.0,0.0,0.0
-78.16,0.0,1.84,0.0,0.0,0.0,0.0
-78.51,0.0,2.28,0.0,0.0,0.0,0.0
-78.53,0.0,4.35,0.0,0.0,0.0,0.0
-78.35,0.0,8.37,0.0,0.0,0.0,0.0
-78.17,0.0,5.91,0.0,0.0,0.0,0.0
-77.85,0.0,0.91,0.0,0.0,0.0,0.0
-77.81,0.0,1.38,0.0,0.0,0.0,0.0
-78.32,0.0,1.92,0.0,0.0,0.0,0.0
-78.33,1.0,9.62,0.0,0.0,0.0,0.0
-73.79,1.0,36.59,0.0,0.0,0.0,0.0
-58.6,1.0,59.92,0.0,0.0,0.0,0.0
-29.17,1.0,63.68,0.0,0.0,0.0,0.0
-50.0,1.0,60.99,0.0,0.0,0.0,0.0
-4.51,1.0,52.13,0.0,0.0,0.0,0.0
-30.99,1.0,45.77,0.0,0.0,0.0,0.0
-50.0,1.0,44.18,0.0,0.0,0.0,0.0
-24.01,1.0,44.41,0.0,0.0,0.0,0.0
-50.0,1.0,41.39,0.0,0.0,0.0,0.0
-31.4,1.0,33.87,0.0,0.0,0.0,0.0
26.5,1.0,31.06,0.0,0.0,0.0,0.0
-42.39,1.0,29.74,0.0,0.0,0.0,0.0
-20.81,1.0,29.72,0.0,0.0,0.0,0.0
-50.0,1.0,31.07,0.0,0.0,0.0,0.0
-40.37,1.0,32.49,0.0,0.0,0.0,0.0
-17.91,1.0,30.73,0.0,0.0,0.0,0.0
-47.96,1.0,26.37,0.0,0.0,0.0,0.0
-39.15,1.0,25.82,0.0,0.0,0.0,0.0
-17.72,1.0,27.33,0.0,0.0,0.0,0.0
-48.68,1.0,25.97,0.0,0.0,0.0,0.0
-41.81,1.0,30.88,0.0,0.0,0.0,0.0
-25.17,1.0,31.62,0.0,0.0,0.0,0.0
-50.0,1.0,28.48,0.0,0.0,0.0,0.0
-45.47,1.0,25.29,0.0,0.0,0.0,0.0
-37.14,1.0,26.25,0.0,0.0,0.0,0.0
-13.99,1.0,25.3,0.0,0.0,0.0,0.0
-49.71,1.0,27.11,0.0,0.0,0.0,0.0
-46.46,1.0,29.91,0.0,0.0,0.0,0.0
-40.21,1.0,29.65,0.0,0.0,0.0,0.0
-24.77,1.0,25.7,0.0,0.0,0.0,0.0
-50.0,1.0,24.65,0.0,0.0,0.0,0.0
-49.06,1.0,24.54,0.0,0.0,0.0,0.0
-46.64,1.0,25.96,0.0,0.0,0.0,0.0
-40.48,1.0,27.65,0.0,0.0,0.0,0.0
-25.91,1.0,30.15,0.0,0.0,0.0,0.0
-50.0,1.0,28.69,0.0,0.0,0.0,0.0
-48.42,1.0,25.85,0.0,0.0,0.0,0.0
-45.61,1.0,25.11,0.0,0.0,0.0,0.0
-40.54,1.0,24.83,0.0,0.0,0.0,0.0
-26.42,1.0,25.45,0.0,0.0,0.0,0.0
-50.0,1.0,30.25,0.0,0.0,0.0,0.0
-48.53,1.0,30.91,0.0,0.0,0.0,0.0
-45.71,1.0,27.7,0.0,0.0,0.0,0.0
-40.54,1.0,24.64,0.0,0.0,0.0,0.0
-28.38,1.0,26.14,0.0,0.0,0.0,0.0
17.61,1.0,26.01,0.0,0.0,0.0,0.0
-50.5,1.0,26.16,0.0,0.0,0.0,0.0
-50.11,1.0,31.3,0.0,0.0,0.0,0.0
-48.81,1.0,30.97,0.0,0.0,0.0,0.0
-46.52,1.0,25.98,0.0,0.0,0.0,0.0
-42.16,1.0,25.97,0.0,0.0,0.0,0.0
-32.35,1.0,26.08,0.0,0.0,0.0,0.0
0.73,1.0,25.02,0.0,0.0,0.0,0.0
-50.49,1.0,28.01,0.0,0.0,0.0,0.0
-50.04,1.0,31.13,0.0,0.0,0.0,0.0
-48.84,1.0,30.18,0.0,0.0,0.0,0.0
-46.35,1.0,25.88,0.0,0.0,0.0,0.0
-42.1,1.0,25.12,0.0,0.0,0.0,0.0
-32.49,1.0,24.85,0.0,0.0,0.0,0.0
-0.32,1.0,25.25,0.0,0.0,0.0,0.0
-50.45,1.0,29.05,0.0,0.0,0.0,0.0
-49.68,1.0,30.98,0.0,0.0,0.0,0.0
-48.66,1.0,28.88,0.0,0.0,0.0,0.0
-46.57,1.0,26.03,0.0,0.0,0.0,0.0
-42.55,1.0,25.12,0.0,0.0,0.0,0.0
-33.47,1.0,25.38,0.0,0.0,0.0,0.0
-3.84,1.0,26.12,0.0,0.0,0.0,0.0
-50.08,1.0,30.07,0.0,0.0,0.0,0.0
-49.47,1.0,30.96,0.0,0.0,0.0,0.0
-48.11,1.0,25.9,0.0,0.0,0.0,0.0
-46.03,1.0,24.78,0.0,0.0,0.0,0.0
-42.09,1.0,25.74,0.0,0.0,0.0,0.0
-32.18,1.0,26.1,0.0,0.0,0.0,0.0
2.66,1.0,26.9,0.0,0.0,0.0,0.0
-50.37,1.0,30.8,0.0,0.0,0.0,0.0
-50.65,1.0,29.93,0.0,0.0,0.0,0.0
-50.45,1.0,26.26,0.0,0.0,0.0,0.0
-49.98,1.0,25.02,0.0,0.0,0.0,0.0
-49.97,1.0,26.28,0.0,0.0,0.0,0.0
-48.64,1.0,24.91,0.0,0.0,0.0,0.0
-45.65,1.0,30.14,0.0,0.0,0.0,0.0
-39.23,1.0,31.09,0.0,0.0,0.0,0.0
-23.33,0.0,25.59,0.0,0.0,0.0,0.0
-50.0,0.0,16.84,0.0,0.0,0.0,0.0
-55.84,0.0,10.36,0.0,0.0,0.0,0.0
-68.26,0.0,0.96,0.0,0.0,0.0,0.0
-82.25,0.0,1.9,0.0,0.0,0.0,0.0
-87.65,0.0,7.03,0.0,0.0,0.0,0.0
-88.39,0.0,6.88,0.0,0.0,0.0,0.0
-88.57,0.0,2.65,0.0,0.0,0.0,0.0
-88.13,0.0,0.7,0.0,0.0,0.0,0.0
-88.28,0.0,1.17,0.0,0.0,0.0,0.0
-88.2,0.0,2.68,0.0,0.0,0.0,0.0
-87.79,0.0,3.8,0.0,0.0,0.0,0.0
-87.9,0.0,6.92,0.0,0.0,0.0,0.0
-87.47,0.0,4.45,0.0,0.0,0.0,0.0
-87.27,0.0,0.92,0.0,0.0,0.0,0.0
-86.89,0.0,0.92,0.0,0.0,0.0,0.0
-87.07,0.0,1.37,0.0,0.0,0.0,0.0
-87.05,0.0,1.81,0.0,0.0,0.0,0.0
-86.7,0.0,5.36,0.0,0.0,0.0,0.0
-86.43,0.0,7.39,0.0,0.0,0.0,0.0
-86.12,0.0,5.36,0.0,0.0,0.0,0.0
-85.58,0.0,2.82,0.0,0.0,0.0,0.0
-85.43,0.0,1.83,0.0,0.0,0.0,0.0
-85.51,0.0,2.68,0.0,0.0,0.0,0.0
-85.23,0.0,3.83,0.0,0.0,0.0,0.0
-85.45,0.0,6.81,0.0,0.0,0.0,0.0
-85.12,0.0,7.8,0.0,0.0,0.0,0.0
-84.67,0.0,3.35,0.0,0.0,0.0,0.0
-84.52,0.0,2.86,0.0,0.0,0.0,0.0
-84.27,0.0,1.38,0.0,0.0,0.0,0.0
-84.95,0.0,0.91,0.0,0.0,0.0,0.0
-84.95,0.0,3.46,0.0,0.0,0.0,0.0
-85.01,0.0,6.91,0.0,0.0,0.0,0.0
-84.59,0.0,5.92,0.0,0.0,0.0,0.0
-83.8,0.0,2.34,0.0,0.0,0.0,0.0
-83.3,0.0,1.91,0.0,0.0,0.0,0.0
-83.72,0.0,1.93,0.0,0.0,0.0,0.0
-83.89,0.0,0.92,0.0,0.0,0.0,0.0
-83.88,0.0,4.92,0.0,0.0,0.0,0.0
-83.62,0.0,7.38,0.0,0.0,0.0,0.0
-83.08,0.0,4.81,0.0,0.0,0.0,0.0
-82.54,0.0,2.36,0.0,0.0,0.0,0.0
-82.18,0.0,1.34,0.0,0.0,0.0,0.0
-82.73,0.0,0.46,0.0,0.0,0.0,0.0
-82.97,0.0,1.46,0.0,0.0,0.0,0.0
-83.03,0.0,6.93,0.0,0.0,0.0,0.0
-82.46,0.0,6.36,0.0,0.0,0.0,0.0
-82.02,0.0,3.82,0.0,0.0,0.0,0.0
-81.5,0.0,2.83,0.0,0.0,0.0,0.0
-81.16,0.0,0.9,0.0,0.0,0.0,0.0
-81.77,0.0,1.38,0.0,0.0,0.0,0.0
-81.91,0.0,3.46,0.0,0.0,0.0,0.0
-81.95,0.0,6.91,0.0,0.0,0.0,0.0
-81.49,0.0,4.92,0.0,0.0,0.0,0.0
-80.93,0.0,1.82,0.0,0.0,0.0,0.0
-80.31,0.0,2.28,0.0,0.0,0.0,0.0
-80.26,0.0,1.8,0.0,0.0,0.0,0.0
-80.84,0.0,2.28,0.0,0.0,0.0,0.0
-80.7,0.0,6.84,0.0,0.0,0.0,0.0
-80.31,0.0,6.8,0.0,0.0,0.0,0.0
-80.05,0.0,5.24,0.0,0.0,0.0,0.0
-79.15,0.0,1.83,0.0,0.0,0.0,0.0
-79.12,0.0,2.27,0.0,0.0,0.0,0.0
-79.41,0.0,1.8,0.0,0.0,0.0,0.0
-79.44,0.0,3.81,0.0,0.0,0.0,0.0
-79.57,0.0,6.34,0.0,0.0,0.0,0.0
-79.5,0.0,6.82,0.0,0.0,0.0,0.0
-78.93,0.0,2.81,0.0,0.0,0.0,0.0
-78.77,0.0,1.83,0.0,0.0,0.0,0.0
-78.92,0.0,0.91,0.0,0.0,0.0,0.0
-79.34,0.0,0.45,0.0,0.0,0.0,0.0
-79.48,0.0,2.45,0.0,0.0,0.0,0.0
-79.29,0.0,7.37,0.0,0.0,0.0,0.0
-78.65,0.0,6.82,0.0,0.0,0.0,0.0
-78.11,0.0,2.37,0.0,0.0,0.0,0.0
-77.58,0.0,1.35,0.0,0.0,0.0,0.0
-77.99,0.0,2.83,0.0,0.0,0.0,0.0
-77.93,0.0,2.35,0.0,0.0,0.0,0.0
-77.93,0.0,6.39,0.0,0.0,0.0,0.0
-77.66,0.0,7.38,0.0,0.0,0.0,0.0
